Language_Name,Lexeme,Meaning,Cognate_Set,Latitude,Longitude,Subfamily
Vakh-Vasyugan Khanty,tot,there,a,60.10378,79.873651,Ugric
Nganasan,əməńi,there,d,73.1354,86.2106,Samoyed
Nganasan,"təni, təńiˀia",there,a,73.1354,86.2106,Samoyed
Tundra Nenets,tay°na,there,a,66.1775,71.0234,Samoyed
Selkup,tōntə,there,a,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],thin,?,NA,NA,(reconstr.)
South Saami,jissehts,thin,e,62.8801,13.7006,Saami
South Saami,siegkies,thin,n,62.8801,13.7006,Saami
Ume Saami,jisèhtadtja,thin,e,64.6383,18.646,Saami
Ume Saami,njuaras,thin,d,64.6383,18.646,Saami
Pite Saami,asetis,thin,c,66.4011,17.4261,Saami
Pite Saami,livak,thin,r,66.4011,17.4261,Saami
Pite Saami,sägge,thin,n,66.4011,17.4261,Saami
North Saami,asehaš,thin,c,68.725,22.1113,Saami
Inari Saami,asettem,thin,c,69.4229,27.8658,Saami
Skolt Saami,ââʹzzteʹm(es),thin,c,68.8326,29.7204,Saami
Kildin Saami,sieŋ’kes’,thin,n,68.2158,35.8348,Saami
Standard Finnish,ohut,thin,a,64.7628,25.5577,Finnic
Karelian Proper,hoikka,thin,b,65.1691,30.8655,Finnic
Veps,hoik,thin,b,60.3353,34.7865,Finnic
Ingrian,hēno,thin,o,59.47403,29.71145,Finnic
Ingrian,"hoikka, hoikkain",thin,b,59.47403,29.71145,Finnic
Western Votic,hoik̄,thin,b,NA,NA,Finnic
Western Votic,ne̮dr(a),thin,q,NA,NA,Finnic
Western Votic,лaih,thin,p,NA,NA,Finnic
Standard Estonian,õhukene,thin,a,58.55,25.82,Finnic
Võro South Estonian,"ohukõnõ, ohku, ohuq ~ ohut",thin,a,57.85,27,Finnic
Courland Livonian,vòitti,thin,b,NA,NA,Finnic
Erzya,"čova, čovińe",thin,g,52.8548,45.3901,Mordvin
Meadow Mari,βičkə̑ž,thin,h,55.8307,48.405,Mari
Komi-Zyrian,vesńi̮d,thin,i,64.0527,54.946,Permic
Komi-Permyak,ve̮sńit,thin,i,59.6602,54.7959,Permic
Udmurt,vekći,thin,j,56.12921,52.63548,Permic
Hungarian,vékony,thin,j,46.9068585714,19.6555271429,Ugric
Sosva Mansi,ośśa,thin,k,NA,NA,Ugric
Vakh-Vasyugan Khanty,ätǝm,thin,f,60.10378,79.873651,Ugric
Vakh-Vasyugan Khanty,woɣəlʹ,thin,l,60.10378,79.873651,Ugric
Nganasan,dʹobtəgə̄,thin,m,73.1354,86.2106,Samoyed
Nganasan,ńeu,thin,s,73.1354,86.2106,Samoyed
Tundra Nenets,yabta,thin,m,66.1775,71.0234,Samoyed
Selkup,ćōptə,thin,m,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],think,?,NA,NA,(reconstr.)
South Saami,ussjedidh ~ ussjiedidh,think,f,62.8801,13.7006,Saami
Ume Saami,ussjadit,think,f,64.6383,18.646,Saami
Pite Saami,mierredit,think,s,66.4011,17.4261,Saami
Pite Saami,usjudit,think,f,66.4011,17.4261,Saami
North Saami,jurddašit,think,e,68.725,22.1113,Saami
Inari Saami,jurdeđ,think,e,69.4229,27.8658,Saami
Skolt Saami,juurdčed,think,g,68.8326,29.7204,Saami
Kildin Saami,jurr’te,think,e,68.2158,35.8348,Saami
Standard Finnish,ajatella,think,a,64.7628,25.5577,Finnic
Karelian Proper,tuumaija,think,b,65.1691,30.8655,Finnic
Veps,meletada,think,c,60.3353,34.7865,Finnic
Ingrian,meinaᴅa,think,o,59.47403,29.71145,Finnic
Western Votic,dūmama,think,p,NA,NA,Finnic
Standard Estonian,mõ(t)elda,think,d,58.55,25.82,Finnic
Võro South Estonian,mõtlõma,think,d,57.85,27,Finnic
Courland Livonian,mē̮tlə,think,d,NA,NA,Finnic
Erzya,aŕśems,think,h,52.8548,45.3901,Mordvin
Erzya,dumams,think,q,52.8548,45.3901,Mordvin
Meadow Mari,šonem,think,i,55.8307,48.405,Mari
Komi-Zyrian,dumajtni̮,think,r,64.0527,54.946,Permic
Komi-Zyrian,me̮vnavni̮,think,c,64.0527,54.946,Permic
Komi-Permyak,dumajtni̮,think,r,59.6602,54.7959,Permic
Udmurt,malpani̮,think,c,56.12921,52.63548,Permic
Hungarian,gondol,think,k,46.9068585714,19.6555271429,Ugric
Sosva Mansi,nomsi,think,l,NA,NA,Ugric
Vakh-Vasyugan Khanty,"nomǝɣsǝtǝ-, nomǝɣsi̮l(ǝ)-",think,l,60.10378,79.873651,Ugric
Nganasan,"si̮ńəruədʹi, si̮ńəri̮rsi̮",think,t,73.1354,86.2106,Samoyed
Tundra Nenets,yí yadercy°,think,m,66.1775,71.0234,Samoyed
Selkup,tenirpi-,think,n,65.7035,82.4441,Samoyed
Proto-Uralic*,*kolmi̮,three,a,NA,NA,(reconstr.)
South Saami,golme,three,a,62.8801,13.7006,Saami
Ume Saami,gulˈbma,three,a,64.6383,18.646,Saami
Pite Saami,gålbmå,three,a,66.4011,17.4261,Saami
North Saami,golbma,three,a,68.725,22.1113,Saami
Inari Saami,kulma,three,a,69.4229,27.8658,Saami
Skolt Saami,kolmm,three,a,68.8326,29.7204,Saami
Kildin Saami,kōllm,three,a,68.2158,35.8348,Saami
Standard Finnish,kolme,three,a,64.7628,25.5577,Finnic
Karelian Proper,kolme,three,a,65.1691,30.8655,Finnic
Veps,koume,three,a,60.3353,34.7865,Finnic
Ingrian,kolᴅ ~ kolmeᴅ ~ kolmi,three,a,59.47403,29.71145,Finnic
Western Votic,ke̮лmi,three,a,NA,NA,Finnic
Standard Estonian,kolm,three,a,58.55,25.82,Finnic
Võro South Estonian,kolm,three,a,57.85,27,Finnic
Courland Livonian,ku̯olm,three,a,NA,NA,Finnic
Erzya,kolmo,three,a,52.8548,45.3901,Mordvin
Meadow Mari,"kum, kumə̑t",three,a,55.8307,48.405,Mari
Komi-Zyrian,kujim,three,a,64.0527,54.946,Permic
Komi-Permyak,kujim,three,a,59.6602,54.7959,Permic
Udmurt,ku̯iń,three,a,56.12921,52.63548,Permic
Hungarian,három,three,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,χūrəm,three,a,NA,NA,Ugric
Vakh-Vasyugan Khanty,kɔləm ~ kolǝm,three,a,60.10378,79.873651,Ugric
Nganasan,nagür,three,b,73.1354,86.2106,Samoyed
Tundra Nenets,nyax°r,three,b,66.1775,71.0234,Samoyed
Selkup,nākur,three,b,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],throw,?,NA,NA,(reconstr.)
South Saami,seedtedh,throw,ab,62.8801,13.7006,Saami
South Saami,"slearodh, slijredh",throw,h,62.8801,13.7006,Saami
South Saami,sleengkedh,throw,ac,62.8801,13.7006,Saami
Ume Saami,åårgastit,throw,g,64.6383,18.646,Saami
Ume Saami,slìrrat,throw,h,64.6383,18.646,Saami
Pite Saami,"bállkot, bálkestit",throw,e,66.4011,17.4261,Saami
North Saami,bálkestit,throw,e,68.725,22.1113,Saami
North Saami,suohpput,throw,f,68.725,22.1113,Saami
Inari Saami,leggistiđ,throw,i,69.4229,27.8658,Saami
Skolt Saami,laʹǧǧsted,throw,i,68.8326,29.7204,Saami
Skolt Saami,vueʹlǧǧeed,throw,j,68.8326,29.7204,Saami
Kildin Saami,čacc’ke,throw,w,68.2158,35.8348,Saami
Standard Finnish,heittää,throw,a,64.7628,25.5577,Finnic
Karelian Proper,lykätä,throw,b,65.1691,30.8655,Finnic
Karelian Proper,viskata,throw,c,65.1691,30.8655,Finnic
Veps,tatsta,throw,d,60.3353,34.7865,Finnic
Ingrian,heittǟ,throw,a,59.47403,29.71145,Finnic
Western Votic,heittemä,throw,a,NA,NA,Finnic
Western Votic,porotte̮ma,throw,x,NA,NA,Finnic
Western Votic,virautte̮ma,throw,y,NA,NA,Finnic
Standard Estonian,heita,throw,a,58.55,25.82,Finnic
Standard Estonian,visata,throw,c,58.55,25.82,Finnic
Võro South Estonian,hiitmä,throw,a,57.85,27,Finnic
Võro South Estonian,viskama,throw,c,57.85,27,Finnic
Courland Livonian,eìttə,throw,a,NA,NA,Finnic
Courland Livonian,viskə,throw,c,NA,NA,Finnic
Erzya,jortoms,throw,k,52.8548,45.3901,Mordvin
Erzya,kajams,throw,l,52.8548,45.3901,Mordvin
Meadow Mari,kə̑škem,throw,u,55.8307,48.405,Mari
Meadow Mari,šuem,throw,m,55.8307,48.405,Mari
Komi-Zyrian,će̮vtni̮,throw,n,64.0527,54.946,Permic
Komi-Zyrian,kojni̮,throw,l,64.0527,54.946,Permic
Komi-Permyak,ćapkavni̮,throw,z,59.6602,54.7959,Permic
Komi-Permyak,šupkavni̮,throw,aa,59.6602,54.7959,Permic
Udmurt,kujani̮,throw,l,56.12921,52.63548,Permic
Udmurt,serpalʹlʹani̮,throw,v,56.12921,52.63548,Permic
Hungarian,dob,throw,o,46.9068585714,19.6555271429,Ugric
Hungarian,hajít,throw,l,46.9068585714,19.6555271429,Ugric
Sosva Mansi,rēpi,throw,p,NA,NA,Ugric
Vakh-Vasyugan Khanty,lʹäk-,throw,q,60.10378,79.873651,Ugric
Vakh-Vasyugan Khanty,tăɣa-,throw,r,60.10378,79.873651,Ugric
Nganasan,bajbudʹa,throw,ad,73.1354,86.2106,Samoyed
Nganasan,sətəməsa,throw,ae,73.1354,86.2106,Samoyed
Tundra Nenets,mosy°,throw,s,66.1775,71.0234,Samoyed
Selkup,ćaččə-,throw,t,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],turn,?,NA,NA,(reconstr.)
South Saami,gajvedh,turn,o,62.8801,13.7006,Saami
South Saami,jarkelidh,turn,d,62.8801,13.7006,Saami
Ume Saami,jårgèdit ~ jårgèhtit,turn,d,64.6383,18.646,Saami
Pite Saami,jårgålit,turn,d,66.4011,17.4261,Saami
North Saami,jorgalit,turn,d,68.725,22.1113,Saami
Inari Saami,jorgosiđ,turn,d,69.4229,27.8658,Saami
Skolt Saami,jåårǥled,turn,d,68.8326,29.7204,Saami
Skolt Saami,ǩeåulleed,turn,e,68.8326,29.7204,Saami
Kildin Saami,lievxe,turn,n,68.2158,35.8348,Saami
Standard Finnish,kääntyä,turn,a,64.7628,25.5577,Finnic
Karelian Proper,keäntyö,turn,a,65.1691,30.8655,Finnic
Veps,kätäs ~ kätäze,turn,a,60.3353,34.7865,Finnic
Ingrian,kǟntüä,turn,a,59.47403,29.71145,Finnic
Western Votic,[Form not found],turn,?,NA,NA,Finnic
Standard Estonian,pöörduda,turn,b,58.55,25.82,Finnic
Võro South Estonian,käändmä,turn,a,57.85,27,Finnic
Võro South Estonian,püürdmä,turn,b,57.85,27,Finnic
Courland Livonian,kìerə,turn,c,NA,NA,Finnic
Erzya,purdams,turn,f,52.8548,45.3901,Mordvin
Erzya,velʹavtoms,turn,j,52.8548,45.3901,Mordvin
Meadow Mari,saβə̑rnem,turn,g,55.8307,48.405,Mari
Komi-Zyrian,bergavni̮,turn,h,64.0527,54.946,Permic
Komi-Zyrian,kežni̮,turn,i,64.0527,54.946,Permic
Komi-Permyak,berge̮tći̮ni̮,turn,h,59.6602,54.7959,Permic
Udmurt,beri̮ktiśki̮ni̮,turn,h,56.12921,52.63548,Permic
Hungarian,fordul,turn,f,46.9068585714,19.6555271429,Ugric
Sosva Mansi,pērmti,turn,k,NA,NA,Ugric
Vakh-Vasyugan Khanty,kirɣəl-,turn,c,60.10378,79.873651,Ugric
Nganasan,bəbtuaˀtəsa,turn,p,73.1354,86.2106,Samoyed
Tundra Nenets,syur°xəlcy°,turn,l,66.1775,71.0234,Samoyed
Selkup,pīkəl-,turn,m,65.7035,82.4441,Samoyed
Proto-Uralic*,*käktä,two,a,NA,NA,(reconstr.)
South Saami,göökte,two,a,62.8801,13.7006,Saami
Ume Saami,güikte,two,a,64.6383,18.646,Saami
Pite Saami,guäkte,two,a,66.4011,17.4261,Saami
North Saami,guokte,two,a,68.725,22.1113,Saami
Inari Saami,kyeh'ti,two,a,69.4229,27.8658,Saami
Skolt Saami,kuõʹhtt ~ kueʹhtt,two,a,68.8326,29.7204,Saami
Kildin Saami,kūht,two,a,68.2158,35.8348,Saami
Standard Finnish,kaksi,two,a,64.7628,25.5577,Finnic
Karelian Proper,kaksi,two,a,65.1691,30.8655,Finnic
Veps,kaks,two,a,60.3353,34.7865,Finnic
Ingrian,kaks,two,a,59.47403,29.71145,Finnic
Western Votic,kahs,two,a,NA,NA,Finnic
Standard Estonian,kaks,two,a,58.55,25.82,Finnic
Võro South Estonian,kats',two,a,57.85,27,Finnic
Courland Livonian,kakš,two,a,NA,NA,Finnic
Erzya,kavto,two,a,52.8548,45.3901,Mordvin
Meadow Mari,"kok, kok(t)ə̑t",two,a,55.8307,48.405,Mari
Komi-Zyrian,ki̮k,two,a,64.0527,54.946,Permic
Komi-Permyak,ki̮k,two,a,59.6602,54.7959,Permic
Udmurt,ki̮k,two,a,56.12921,52.63548,Permic
Hungarian,"kettő, két",two,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,"kitiɣ, kit",two,a,NA,NA,Ugric
Vakh-Vasyugan Khanty,"kätkən, kät",two,a,60.10378,79.873651,Ugric
Nganasan,śiti,two,a,73.1354,86.2106,Samoyed
Tundra Nenets,syidya,two,a,66.1775,71.0234,Samoyed
Selkup,śitə,two,a,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],vomit,?,NA,NA,(reconstr.)
South Saami,goesmeridh,vomit,g,62.8801,13.7006,Saami
South Saami,voeksedidh,vomit,a,62.8801,13.7006,Saami
Ume Saami,vüekˈseet,vomit,a,64.6383,18.646,Saami
Pite Saami,"vuoksadit, vuäkkset",vomit,a,66.4011,17.4261,Saami
North Saami,"vuoksit, vuovssadit",vomit,a,68.725,22.1113,Saami
Inari Saami,vyek'siđ,vomit,a,69.4229,27.8658,Saami
Skolt Saami,vueʹhssed,vomit,a,68.8326,29.7204,Saami
Kildin Saami,vukk’se,vomit,a,68.2158,35.8348,Saami
Standard Finnish,oksentaa,vomit,a,64.7628,25.5577,Finnic
Karelian Proper,oksentoa,vomit,a,65.1691,30.8655,Finnic
Veps,okse̮ta,vomit,a,60.3353,34.7865,Finnic
Ingrian,oksenᴅaissa,vomit,a,59.47403,29.71145,Finnic
Western Votic,e̮hse̮tte̮ma,vomit,a,NA,NA,Finnic
Standard Estonian,oksendada,vomit,a,58.55,25.82,Finnic
Võro South Estonian,ossõndama,vomit,a,57.85,27,Finnic
Courland Livonian,oksnə,vomit,a,NA,NA,Finnic
Erzya,uksnoms,vomit,a,52.8548,45.3901,Mordvin
Meadow Mari,ukšińčam,vomit,a,55.8307,48.405,Mari
Meadow Mari,βakem,vomit,f,55.8307,48.405,Mari
Komi-Zyrian,gorʒ́i̮ni̮,vomit,b,64.0527,54.946,Permic
Komi-Zyrian,vosni̮,vomit,a,64.0527,54.946,Permic
Komi-Permyak,"e̮se̮tni̮, e̮sni̮",vomit,a,59.6602,54.7959,Permic
Udmurt,e̮ski̮ni̮,vomit,a,56.12921,52.63548,Permic
Hungarian,hány,vomit,c,46.9068585714,19.6555271429,Ugric
Sosva Mansi,ājtaχti,vomit,d,NA,NA,Ugric
Vakh-Vasyugan Khanty,aɣət-,vomit,d,60.10378,79.873651,Ugric
Nganasan,[Form not found],vomit,?,73.1354,86.2106,Samoyed
Tundra Nenets,todə°,vomit,e,66.1775,71.0234,Samoyed
Selkup,tȫtə-,vomit,e,65.7035,82.4441,Samoyed
Proto-Uralic*,*juta- ?,walk,k,NA,NA,(reconstr.)
South Saami,vaedtsedh,walk,b,62.8801,13.7006,Saami
Ume Saami,vàdˈtseet,walk,b,64.6383,18.646,Saami
Pite Saami,vádtsatjit,walk,b,66.4011,17.4261,Saami
North Saami,vázzit,walk,b,68.725,22.1113,Saami
Inari Saami,väzziđ,walk,b,69.4229,27.8658,Saami
Skolt Saami,väʹʒʒed,walk,b,68.8326,29.7204,Saami
Kildin Saami,vānn’ce,walk,b,68.2158,35.8348,Saami
Standard Finnish,kävellä,walk,a,64.7628,25.5577,Finnic
Karelian Proper,kävellä,walk,a,65.1691,30.8655,Finnic
Veps,kävelta ~ kävuda,walk,a,60.3353,34.7865,Finnic
Ingrian,kävellä,walk,a,59.47403,29.71145,Finnic
Western Votic,jaлge̮ttē̮ma,walk,n,NA,NA,Finnic
Standard Estonian,käia,walk,a,58.55,25.82,Finnic
Võro South Estonian,kõnd'ma,walk,m,57.85,27,Finnic
Courland Livonian,kǟʾdə,walk,a,NA,NA,Finnic
Erzya,jakams,walk,c,52.8548,45.3901,Mordvin
Meadow Mari,koštam,walk,d,55.8307,48.405,Mari
Komi-Zyrian,vetli̮ni̮,walk,e,64.0527,54.946,Permic
Komi-Permyak,vetle̮ni̮,walk,e,59.6602,54.7959,Permic
Udmurt,vetli̮ni̮,walk,e,56.12921,52.63548,Permic
Udmurt,wami̮šti̮ni̮,walk,f,56.12921,52.63548,Permic
Hungarian,gyalogol,walk,h,46.9068585714,19.6555271429,Ugric
Hungarian,jár,walk,g,46.9068585714,19.6555271429,Ugric
Sosva Mansi,"jali, jaliɣli",walk,i,NA,NA,Ugric
Sosva Mansi,jōmi,walk,j,NA,NA,Ugric
Vakh-Vasyugan Khanty,jǝlil-,walk,i,60.10378,79.873651,Ugric
Nganasan,dʹoδürśa,walk,k,73.1354,86.2106,Samoyed
Tundra Nenets,yadə°,walk,k,66.1775,71.0234,Samoyed
Selkup,qüəl-,walk,l,65.7035,82.4441,Samoyed
Proto-Uralic*,*päwi,warm,d,NA,NA,(reconstr.)
South Saami,bïjveles,warm,d,62.8801,13.7006,Saami
Ume Saami,bìvvala,warm,d,64.6383,18.646,Saami
Pite Saami,báhkas,warm,e,66.4011,17.4261,Saami
Pite Saami,bivvalis,warm,d,66.4011,17.4261,Saami
Pite Saami,lieggas,warm,c,66.4011,17.4261,Saami
North Saami,liekkas,warm,c,68.725,22.1113,Saami
Inari Saami,liegas,warm,c,69.4229,27.8658,Saami
Skolt Saami,liõggâs,warm,c,68.8326,29.7204,Saami
Skolt Saami,paakkâs,warm,e,68.8326,29.7204,Saami
Kildin Saami,poahk,warm,e,68.2158,35.8348,Saami
Standard Finnish,lämmin,warm,a,64.7628,25.5577,Finnic
Karelian Proper,lämmin,warm,a,65.1691,30.8655,Finnic
Veps,lʹäm,warm,a,60.3353,34.7865,Finnic
Ingrian,lämmǟ,warm,a,59.47403,29.71145,Finnic
Ingrian,sōja,warm,b,59.47403,29.71145,Finnic
Ingrian,vari,warm,k,59.47403,29.71145,Finnic
Western Votic,löühkä,warm,l,NA,NA,Finnic
Western Votic,sōje̮,warm,b,NA,NA,Finnic
Standard Estonian,soe,warm,b,58.55,25.82,Finnic
Võro South Estonian,lämmi,warm,a,57.85,27,Finnic
Courland Livonian,lem,warm,a,NA,NA,Finnic
Erzya,"lʹembe, lʹembińe",warm,a,52.8548,45.3901,Mordvin
Meadow Mari,leβe,warm,a,55.8307,48.405,Mari
Meadow Mari,šokšo,warm,j,55.8307,48.405,Mari
Komi-Zyrian,šoni̮d,warm,f,64.0527,54.946,Permic
Komi-Permyak,šoni̮t,warm,f,59.6602,54.7959,Permic
Udmurt,šuni̮t,warm,f,56.12921,52.63548,Permic
Hungarian,meleg,warm,g,46.9068585714,19.6555271429,Ugric
Sosva Mansi,māltip,warm,g,NA,NA,Ugric
Sosva Mansi,"rēɣ, rēɣəŋ",warm,h,NA,NA,Ugric
Vakh-Vasyugan Khanty,meḷǝk,warm,g,60.10378,79.873651,Ugric
Nganasan,hekusi̮,warm,m,73.1354,86.2106,Samoyed
Nganasan,ńüńa,warm,i,73.1354,86.2106,Samoyed
Tundra Nenets,yiba,warm,i,66.1775,71.0234,Samoyed
Selkup,pǖ,warm,d,65.7035,82.4441,Samoyed
Proto-Uralic*,*muśki̮-,wash,c,NA,NA,(reconstr.)
South Saami,bïssedh,wash,a,62.8801,13.7006,Saami
Ume Saami,bassat,wash,a,64.6383,18.646,Saami
Pite Saami,bassat,wash,a,66.4011,17.4261,Saami
North Saami,bassat,wash,a,68.725,22.1113,Saami
Inari Saami,poossađ,wash,a,69.4229,27.8658,Saami
Skolt Saami,põõssâd,wash,a,68.8326,29.7204,Saami
Kildin Saami,pēsse,wash,a,68.2158,35.8348,Saami
Standard Finnish,pestä,wash,a,64.7628,25.5577,Finnic
Karelian Proper,pessä,wash,a,65.1691,30.8655,Finnic
Veps,pesta,wash,a,60.3353,34.7865,Finnic
Ingrian,pessä,wash,a,59.47403,29.71145,Finnic
Western Votic,pesemä,wash,a,NA,NA,Finnic
Standard Estonian,pesta,wash,a,58.55,25.82,Finnic
Võro South Estonian,mõskma,wash,c,57.85,27,Finnic
Courland Livonian,pi̯eʾzzə,wash,a,NA,NA,Finnic
Erzya,šlʹams,wash,b,52.8548,45.3901,Mordvin
Meadow Mari,muškam,wash,c,55.8307,48.405,Mari
Komi-Zyrian,mi̮śki̮ni̮,wash,c,64.0527,54.946,Permic
Komi-Permyak,"miśśi̮ni̮, miśśe̮tni̮",wash,c,59.6602,54.7959,Permic
Udmurt,miśki̮ni̮,wash,c,56.12921,52.63548,Permic
Hungarian,mos,wash,c,46.9068585714,19.6555271429,Ugric
Sosva Mansi,lowti,wash,d,NA,NA,Ugric
Vakh-Vasyugan Khanty,lŏɣi̮t-,wash,d,60.10378,79.873651,Ugric
Vakh-Vasyugan Khanty,pos-,wash,f,60.10378,79.873651,Ugric
Nganasan,kələ(ˀ)btusa,wash,g,73.1354,86.2106,Samoyed
Nganasan,ńobusa,wash,e,73.1354,86.2106,Samoyed
Tundra Nenets,xəl°ta°,wash,g,66.1775,71.0234,Samoyed
Selkup,mūsəlčə- ~ müsəlčə-,wash,c,65.7035,82.4441,Samoyed
Proto-Uralic*,*mV,we,a,NA,NA,(reconstr.)
South Saami,mijjieh,we,a,62.8801,13.7006,Saami
Ume Saami,mijja,we,a,64.6383,18.646,Saami
Pite Saami,mija,we,a,66.4011,17.4261,Saami
North Saami,mii,we,a,68.725,22.1113,Saami
Inari Saami,mij,we,a,69.4229,27.8658,Saami
Skolt Saami,mij,we,a,68.8326,29.7204,Saami
Kildin Saami,mɨjj,we,a,68.2158,35.8348,Saami
Standard Finnish,me,we,a,64.7628,25.5577,Finnic
Karelian Proper,myö,we,a,65.1691,30.8655,Finnic
Veps,me,we,a,60.3353,34.7865,Finnic
Ingrian,mȫ,we,a,59.47403,29.71145,Finnic
Western Votic,mǖ,we,a,NA,NA,Finnic
Standard Estonian,"meie, me",we,a,58.55,25.82,Finnic
Võro South Estonian,miiq ~ mi,we,a,57.85,27,Finnic
Courland Livonian,meg ~ mēg,we,a,NA,NA,Finnic
Erzya,miń,we,a,52.8548,45.3901,Mordvin
Meadow Mari,me,we,a,55.8307,48.405,Mari
Komi-Zyrian,mi,we,a,64.0527,54.946,Permic
Komi-Permyak,mi ~ mije̮,we,a,59.6602,54.7959,Permic
Udmurt,mi,we,a,56.12921,52.63548,Permic
Hungarian,mi,we,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,mān,we,a,NA,NA,Ugric
Vakh-Vasyugan Khanty,məŋ,we,a,60.10378,79.873651,Ugric
Nganasan,mi̮ŋ,we,a,73.1354,86.2106,Samoyed
Tundra Nenets,mənyaq,we,a,66.1775,71.0234,Samoyed
Selkup,mē,we,a,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],wet,?,NA,NA,(reconstr.)
South Saami,lovve,wet,d,62.8801,13.7006,Saami
Ume Saami,luvvas,wet,d,64.6383,18.646,Saami
Pite Saami,luvvas,wet,d,66.4011,17.4261,Saami
North Saami,njuoskkas,wet,c,68.725,22.1113,Saami
Inari Saami,njuoskas,wet,c,69.4229,27.8658,Saami
Skolt Saami,njuõckâs,wet,c,68.8326,29.7204,Saami
Kildin Saami,njūckas,wet,c,68.2158,35.8348,Saami
Standard Finnish,märkä,wet,a,64.7628,25.5577,Finnic
Karelian Proper,märkä,wet,a,65.1691,30.8655,Finnic
Veps,märg,wet,a,60.3353,34.7865,Finnic
Ingrian,märɢä,wet,a,59.47403,29.71145,Finnic
Western Votic,märtš́,wet,a,NA,NA,Finnic
Standard Estonian,märg,wet,a,58.55,25.82,Finnic
Võro South Estonian,hämm,wet,n,57.85,27,Finnic
Võro South Estonian,likõ,wet,m,57.85,27,Finnic
Courland Livonian,kaʾižʹžʹi ~ kaʾžʹžʹi,wet,b,NA,NA,Finnic
Erzya,načko,wet,c,52.8548,45.3901,Mordvin
Meadow Mari,nočko,wet,c,55.8307,48.405,Mari
Komi-Zyrian,va,wet,e,64.0527,54.946,Permic
Komi-Permyak,ulʹ,wet,o,59.6602,54.7959,Permic
Komi-Permyak,va,wet,e,59.6602,54.7959,Permic
Udmurt,kot,wet,f,56.12921,52.63548,Permic
Hungarian,nedves,wet,g,46.9068585714,19.6555271429,Ugric
Sosva Mansi,ńār,wet,h,NA,NA,Ugric
Vakh-Vasyugan Khanty,lălǝŋ,wet,l,60.10378,79.873651,Ugric
Vakh-Vasyugan Khanty,mori̮ ~ mŏri̮,wet,i,60.10378,79.873651,Ugric
Nganasan,ńeti̮bi̮ə,wet,p,73.1354,86.2106,Samoyed
Tundra Nenets,səqnyuy°,wet,j,66.1775,71.0234,Samoyed
Selkup,ćentalʹ,wet,k,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],when,?,NA,NA,(reconstr.)
South Saami,"gosse, gåessie",when,b,62.8801,13.7006,Saami
Ume Saami,gåssee,when,b,64.6383,18.646,Saami
Pite Saami,gåsse,when,b,66.4011,17.4261,Saami
North Saami,goas,when,b,68.725,22.1113,Saami
Inari Saami,koas,when,b,69.4229,27.8658,Saami
Skolt Saami,kuäʹss,when,b,68.8326,29.7204,Saami
Kildin Saami,kuess’,when,b,68.2158,35.8348,Saami
Standard Finnish,koska,when,b,64.7628,25.5577,Finnic
Standard Finnish,milloin,when,a,64.7628,25.5577,Finnic
Karelian Proper,konsa,when,b,65.1691,30.8655,Finnic
Karelian Proper,kos,when,b,65.1691,30.8655,Finnic
Veps,konz,when,b,60.3353,34.7865,Finnic
Ingrian,konz,when,b,59.47403,29.71145,Finnic
Ingrian,milloĭn,when,a,59.47403,29.71145,Finnic
Western Votic,ke̮ns,when,b,NA,NA,Finnic
Standard Estonian,kunas,when,b,58.55,25.82,Finnic
Standard Estonian,millal,when,a,58.55,25.82,Finnic
Võro South Estonian,kuna ~ kunas,when,b,57.85,27,Finnic
Courland Livonian,kunà ~ kunàks etc.,when,b,NA,NA,Finnic
Erzya,źardo,when,d,52.8548,45.3901,Mordvin
Meadow Mari,kunam,when,b,55.8307,48.405,Mari
Komi-Zyrian,kor,when,b,64.0527,54.946,Permic
Komi-Permyak,ke̮r,when,b,59.6602,54.7959,Permic
Udmurt,ku,when,b,56.12921,52.63548,Permic
Hungarian,mikor,when,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,χuń,when,b,NA,NA,Ugric
Vakh-Vasyugan Khanty,kuntɜ,when,b,60.10378,79.873651,Ugric
Vakh-Vasyugan Khanty,"mǝtlät, mǝtlätnǝ",when,a,60.10378,79.873651,Ugric
Nganasan,kaŋgə,when,b,73.1354,86.2106,Samoyed
Tundra Nenets,syax°h,when,c,66.1775,71.0234,Samoyed
Selkup,kun śāɣən,when,b,65.7035,82.4441,Samoyed
Selkup,kun śāɣən,when,c,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],where,?,NA,NA,(reconstr.)
South Saami,gusnie,where,b,62.8801,13.7006,Saami
Ume Saami,güssnè,where,b,64.6383,18.646,Saami
Pite Saami,"gusne, guggu, gunne",where,b,66.4011,17.4261,Saami
North Saami,gos,where,b,68.725,22.1113,Saami
